,listing_id,label,probability,prediction
53,7143753,2,"[0.07577775649113658,0.21188460480212273,0.7123376387067407]",2.0
54,6856176,2,"[0.07577775649113658,0.21188460480212273,0.7123376387067407]",2.0
55,7005771,2,"[0.08449410893865483,0.2373537481825255,0.6781521428788195]",2.0
56,6896078,2,"[0.08925838466515511,0.25982673325795963,0.6509148820768853]",2.0
57,7076641,2,"[0.08661043342473286,0.3466596938570402,0.5667298727182268]",2.0
58,6957742,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
59,7052633,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
60,6894610,2,"[0.07083980692580019,0.22910716213253562,0.7000530309416642]",2.0
61,7053037,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
62,7059921,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
63,7150216,2,"[0.07577775649113658,0.21188460480212273,0.7123376387067407]",2.0
64,7147121,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
65,6845186,2,"[0.07313846979962563,0.22380306182188417,0.7030584683784902]",2.0
66,7011775,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
67,6970590,2,"[0.07415203592364113,0.22988381076162323,0.6959641533147357]",2.0
68,6812033,2,"[0.08630276350514651,0.2364326674831178,0.6772645690117357]",2.0
69,6812334,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
70,6812444,2,"[0.08789796635762431,0.24696013677168063,0.665141896870695]",2.0
71,6812524,2,"[0.0676210568948129,0.183797349539102,0.7485815935660851]",2.0
72,6814330,2,"[0.07123263049680897,0.24608541444012375,0.6826819550630673]",2.0
73,6815367,2,"[0.09500040633911803,0.23948330568706303,0.6655162879738189]",2.0
74,7558642,2,"[0.0720101873688952,0.21470141558851896,0.7132883970425858]",2.0
75,6817026,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
76,6817759,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
77,6817766,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
78,6817858,2,"[0.08046267024174297,0.27073020273164683,0.6488071270266101]",2.0
79,6819363,1,"[0.0759788208766425,0.22420320195257074,0.6998179771707868]",2.0
80,6819599,2,"[0.07585970598173394,0.2086727764607553,0.7154675175575108]",2.0
81,6819635,1,"[0.0843749940437463,0.2218233226907101,0.6938016832655436]",2.0
82,6822712,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
83,6822800,2,"[0.0652650268268857,0.19312265532769063,0.7416123178454237]",2.0
84,6826997,1,"[0.07624665556967206,0.21181783567912374,0.7119355087512043]",2.0
85,6827244,1,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
86,6827550,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
87,6827748,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
88,6828125,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
89,6828131,2,"[0.08962011213215423,0.2753101751029073,0.6350697127649385]",2.0
90,6828173,2,"[0.08811892278659679,0.22797438361005912,0.6839066936033442]",2.0
91,6831501,1,"[0.08776814823725204,0.24443553073343058,0.6677963210293174]",2.0
92,6835599,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
93,6836066,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
94,6838929,2,"[0.09045176334465983,0.28056122940452566,0.6289870072508146]",2.0
95,6840768,2,"[0.07129613059956781,0.19140125616538878,0.7373026132350434]",2.0
96,6841124,2,"[0.07618530633523256,0.21779377406367423,0.7060209196010933]",2.0
97,6846457,2,"[0.07585970598173394,0.2086727764607553,0.7154675175575108]",2.0
98,6850683,2,"[0.08440628884546594,0.23864687330614648,0.6769468378483876]",2.0
99,6850744,2,"[0.07747551143433935,0.2121496423117147,0.7103748462539459]",2.0
100,6850769,2,"[0.07591404339731511,0.21499854685970693,0.709087409742978]",2.0
101,6851121,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
102,6852039,2,"[0.06582237931238771,0.22783045760217147,0.7063471630854408]",2.0
103,6853297,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
104,6853957,2,"[0.08621385533918825,0.223537532253141,0.6902486124076708]",2.0
105,6854136,1,"[0.07092097497181529,0.31985052224667604,0.6092285027815086]",2.0
106,6854993,2,"[0.07767500823751915,0.2550206248425938,0.667304366919887]",2.0
107,6857026,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
108,6857050,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
109,6858155,2,"[0.0784819024193944,0.24197729427973552,0.6795408033008701]",2.0
110,6858449,2,"[0.0734967151580885,0.2254189499356339,0.7010843349062775]",2.0
111,6861739,2,"[0.07519689684937628,0.2527881103167987,0.672014992833825]",2.0
112,6861770,2,"[0.0735460196437216,0.22971223108343564,0.6967417492728428]",2.0
113,6862351,2,"[0.06264890689386285,0.21570884224776116,0.7216422508583761]",2.0
114,7670925,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
115,6862619,2,"[0.07558775832819604,0.21883756191531373,0.7055746797564902]",2.0
116,6862931,2,"[0.06438808217319107,0.17430463892477605,0.761307278902033]",2.0
117,6863178,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
118,6865967,2,"[0.07809158534197432,0.2595140208464368,0.6623943938115888]",2.0
119,6869175,2,"[0.08491067096757242,0.25365438848486843,0.6614349405475591]",2.0
120,6869199,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
121,6869490,2,"[0.09311300942485198,0.23815500406809348,0.6687319865070546]",2.0
122,6869608,2,"[0.07424253671271751,0.20265693169738874,0.7231005315898937]",2.0
123,6870628,2,"[0.06237830377806044,0.1906342112622545,0.746987484959685]",2.0
124,6871936,2,"[0.0627321313024252,0.21439382058477982,0.722874048112795]",2.0
125,6874729,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
126,6874847,2,"[0.0843749940437463,0.2218233226907101,0.6938016832655436]",2.0
127,6874957,2,"[0.0847005943972449,0.230944320293629,0.6843550853091261]",2.0
128,6877525,2,"[0.08754113195781195,0.2568779678158094,0.6555809002263786]",2.0
129,6880606,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
130,6880633,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
131,6880761,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
132,6884730,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
133,6884806,2,"[0.08041820380830865,0.20940257116479422,0.710179225026897]",2.0
134,6884917,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
135,6885137,2,"[0.08082178525469648,0.21969917477063383,0.6994790399746698]",2.0
136,6885461,2,"[0.07585970598173394,0.2086727764607553,0.7154675175575108]",2.0
137,6885583,2,"[0.0999081481964994,0.24418393359798998,0.6559079182055105]",2.0
138,6888428,2,"[0.07691792922627656,0.21940204349944586,0.7036800272742776]",2.0
139,6888525,2,"[0.07938267829561198,0.23380959054172595,0.6868077311626621]",2.0
140,6889498,1,"[0.07055844276758513,0.22222869804410456,0.7072128591883102]",2.0
141,6889627,2,"[0.08091436908817298,0.25231947466963034,0.6667661562421967]",2.0
142,6890302,2,"[0.07397873314905398,0.2605450584210619,0.6654762084298842]",2.0
143,6891492,2,"[0.08444180821359423,0.2923487391211813,0.6232094526652244]",2.0
144,6891586,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
145,6895625,2,"[0.07760660878689422,0.2553171996564586,0.6670761915566472]",2.0
146,6896335,2,"[0.08639117420148722,0.2549562608315027,0.6586525649670101]",2.0
147,6897647,1,"[0.08045058183520863,0.2462161098804166,0.6733333082843749]",2.0
148,6897930,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
149,6902647,2,"[0.09483099590497847,0.25308381924464657,0.6520851848503749]",2.0
150,6903297,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
151,6903679,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
152,6903737,2,"[0.07471231489016356,0.2187592863259054,0.706528398783931]",2.0
153,6903809,2,"[0.08159594254144095,0.19994024155882284,0.7184638158997363]",2.0
154,6904032,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
155,6904068,2,"[0.09311300942485198,0.23815500406809348,0.6687319865070546]",2.0
156,6909227,2,"[0.09145039708096739,0.22829253433143562,0.680257068587597]",2.0
157,6909582,2,"[0.07691353063808293,0.20689251530125663,0.7161939540606604]",2.0
158,6914535,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
159,6914733,2,"[0.0896824902374851,0.24234857593515996,0.6679689338273549]",2.0
160,6915605,0,"[0.08449410893865483,0.2373537481825255,0.6781521428788195]",2.0
161,6917173,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
162,6917371,1,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
163,6917681,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
164,6919480,2,"[0.07055844276758513,0.22222869804410456,0.7072128591883102]",2.0
165,6922625,2,"[0.07412481249581832,0.2182963460954725,0.7075788414087092]",2.0
166,6923725,2,"[0.07017016824344838,0.18245787697528745,0.7473719547812643]",2.0
167,6925358,2,"[0.07304290951571926,0.20504020739024567,0.721916883094035]",2.0
168,6925837,2,"[0.07914632056238528,0.26439452207125663,0.656459157366358]",2.0
169,6928367,2,"[0.07278564601830421,0.20309459955281453,0.7241197544288813]",2.0
170,6928497,2,"[0.08141792167703464,0.26276525727455124,0.6558168210484141]",2.0
171,6928571,2,"[0.06897878949404361,0.17730720609440145,0.7537140044115549]",2.0
172,6930648,2,"[0.07988766302552187,0.2671385837580613,0.6529737532164168]",2.0
173,6931048,2,"[0.06868896043440956,0.19620386887779268,0.7351071706877979]",2.0
174,6933899,2,"[0.06256129722018969,0.1799852477338285,0.7574534550459819]",2.0
175,6933961,2,"[0.07584803680096759,0.2351677262601525,0.68898423693888]",2.0
176,6934334,0,"[0.09000875417008028,0.24577906774953656,0.6642121780803831]",2.0
177,6934345,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
178,6934366,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
179,6934472,2,"[0.07585970598173394,0.2086727764607553,0.7154675175575108]",2.0
180,6934498,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
181,6934760,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
182,6934917,1,"[0.07591404339731511,0.21499854685970693,0.709087409742978]",2.0
183,6938075,2,"[0.07415203592364113,0.22988381076162323,0.6959641533147357]",2.0
184,6938800,0,"[0.08514595179959158,0.21113101291445036,0.703723035285958]",2.0
185,6939013,2,"[0.07425299043887555,0.21614534357084506,0.7096016659902793]",2.0
186,6939461,2,"[0.07618530633523256,0.21779377406367423,0.7060209196010933]",2.0
187,6939801,2,"[0.0843749940437463,0.2218233226907101,0.6938016832655436]",2.0
188,6943922,2,"[0.07624665556967206,0.21181783567912374,0.7119355087512043]",2.0
189,6944254,2,"[0.07825269711559704,0.22209426184391462,0.6996530410404884]",2.0
190,6944284,2,"[0.07589100078345361,0.2254963270761917,0.6986126721403546]",2.0
191,6952115,2,"[0.1345284554769603,0.2104862193941403,0.6549853251288994]",2.0
192,6954710,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
193,6954789,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
194,6954873,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
195,6954985,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
196,6958018,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
197,6958027,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
198,6960914,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
199,6961199,2,"[0.07301935490471707,0.20827263633006873,0.7187080087652142]",2.0
200,6961461,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
201,6961540,2,"[0.07633565527645486,0.21428537090844202,0.7093789738151032]",2.0
202,6961638,2,"[0.07938267829561198,0.23380959054172595,0.6868077311626621]",2.0
203,6961748,2,"[0.07725320987482921,0.23020029340236486,0.6925464967228059]",2.0
204,6964332,2,"[0.076992387000658,0.2302839508923098,0.6927236621070322]",2.0
205,6965633,2,"[0.08230560072257471,0.2107308727837638,0.7069635264936615]",2.0
206,6965885,2,"[0.07424253671271751,0.20265693169738874,0.7231005315898937]",2.0
207,6966135,2,"[0.08251029914347192,0.23066751450723016,0.6868221863492979]",2.0
208,6969142,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
209,6972075,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
210,6976873,2,"[0.0647572343294253,0.21106948572063403,0.7241732799499406]",2.0
211,6977035,2,"[0.07975388171509981,0.2072926554319432,0.712953462852957]",2.0
212,6977274,2,"[0.07523308944565656,0.2057370867393847,0.7190298238149588]",2.0
213,6978696,2,"[0.07442576080018219,0.2519602388280638,0.6736140003717541]",2.0
214,6981446,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
215,6983306,2,"[0.08043841979345207,0.24670688022194365,0.6728546999846043]",2.0
216,6986027,2,"[0.08826916977711215,0.22044320166189796,0.6912876285609899]",2.0
217,6986035,2,"[0.07591404339731511,0.21499854685970693,0.709087409742978]",2.0
218,6987193,2,"[0.0857141605212604,0.23702506923336805,0.6772607702453716]",2.0
219,6988035,2,"[0.07625254575318358,0.24627963001901132,0.6774678242278052]",2.0
220,6989164,2,"[0.07341219467616669,0.24587948988832475,0.6807083154355086]",2.0
221,6991941,2,"[0.07435852138223117,0.22347438287272672,0.7021670957450421]",2.0
222,6992757,2,"[0.0676210568948129,0.183797349539102,0.7485815935660851]",2.0
223,6994167,2,"[0.08462433936390404,0.22729821750081047,0.6880774431352854]",2.0
224,6994506,2,"[0.07236403413916447,0.2038077755040794,0.723828190356756]",2.0
225,6998277,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
226,6998295,2,"[0.0765423272185951,0.2334094504110394,0.6900482223703656]",2.0
227,6998350,2,"[0.08518726883522892,0.2279323599947042,0.6868803711700668]",2.0
228,6998555,2,"[0.07744737794126373,0.2073883047431329,0.7151643173156033]",2.0
229,7000702,2,"[0.1225608005551438,0.20746433669832803,0.6699748627465283]",2.0
230,7003893,2,"[0.07483447067695208,0.2290869773204134,0.6960785520026345]",2.0
231,7003897,2,"[0.06645547295355556,0.1786051267050164,0.754939400341428]",2.0
232,7003964,2,"[0.07301935490471707,0.20827263633006873,0.7187080087652142]",2.0
233,7004183,2,"[0.08058651858990903,0.24643885507576674,0.6729746263343241]",2.0
234,7006932,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
235,7008691,0,"[0.07258633569867459,0.1857571244134293,0.7416565398878961]",2.0
236,7008916,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
237,7009020,2,"[0.0847005943972449,0.230944320293629,0.6843550853091261]",2.0
238,7009056,2,"[0.06438808217319107,0.17430463892477605,0.761307278902033]",2.0
239,7009248,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
240,7009730,2,"[0.08826916977711215,0.22044320166189796,0.6912876285609899]",2.0
241,7012246,2,"[0.07828259209976478,0.2246398191403503,0.6970775887598848]",2.0
242,7012910,2,"[0.08855469808182745,0.2629587167555484,0.648486585162624]",2.0
243,7014554,2,"[0.08434795709947367,0.23576936541605323,0.6798826774844732]",2.0
244,7015007,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
245,7015080,2,"[0.0795305376855259,0.22343854855010833,0.6970309137643658]",2.0
246,7017459,2,"[0.07965814026894656,0.24693273278533634,0.6734091269457171]",2.0
247,7017538,2,"[0.07965814026894656,0.24693273278533634,0.6734091269457171]",2.0
248,7017874,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
249,7017941,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
250,7018137,2,"[0.07321719126260548,0.2019820966085714,0.7248007121288231]",2.0
251,7020818,2,"[0.08960833625462625,0.23564494820455595,0.6747467155408178]",2.0
252,7023301,2,"[0.07355041823191522,0.24222175928162487,0.68422782248646]",2.0
253,7026983,2,"[0.07002685914961158,0.28186323880877306,0.6481099020416153]",2.0
254,7027087,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
255,7027451,2,"[0.08347005805569982,0.2264842141761203,0.6900457277681799]",2.0
256,7030294,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
257,7030318,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
258,7033532,2,"[0.08675312329694371,0.22583973268165333,0.687407144021403]",2.0
259,7033744,2,"[0.07425299043887555,0.21614534357084506,0.7096016659902793]",2.0
260,7034140,2,"[0.08826916977711215,0.22044320166189796,0.6912876285609899]",2.0
261,7034266,2,"[0.07485053844591208,0.21510155571920553,0.7100479058348824]",2.0
262,7035025,1,"[0.07688138323914112,0.23154769425384164,0.6915709225070172]",2.0
263,7039697,0,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
264,7045481,2,"[0.08962011213215423,0.2753101751029073,0.6350697127649385]",2.0
265,7045648,2,"[0.08855250905747018,0.23063324723734868,0.6808142437051812]",2.0
266,7045713,2,"[0.07992880931849984,0.20271304874494445,0.7173581419365558]",2.0
267,7048430,2,"[0.07988663154860484,0.23590228231727836,0.6842110861341169]",2.0
268,7505675,2,"[0.08343879230213944,0.23624520801948554,0.6803159996783751]",2.0
269,7051227,2,"[0.07965217034340855,0.21443792943664297,0.7059099002199486]",2.0
270,7058772,2,"[0.07400447556037922,0.2386516273737384,0.6873438970658823]",2.0
271,7062212,1,"[0.07633565527645486,0.21428537090844202,0.7093789738151032]",2.0
272,7062357,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
273,7063075,2,"[0.0853106570366655,0.265020741416472,0.6496686015468625]",2.0
274,7063710,2,"[0.08018057993301878,0.21238561292257624,0.7074338071444051]",2.0
275,7066758,2,"[0.07382935186279618,0.2544532951016478,0.671717353035556]",2.0
276,7067616,2,"[0.0777878748509589,0.21034512544084114,0.7118669997082]",2.0
277,7067625,2,"[0.07522358245296831,0.20291747107239716,0.7218589464746346]",2.0
278,7067669,2,"[0.07970650775898971,0.22076369983559463,0.6995297924054158]",2.0
279,7067775,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
280,7068053,2,"[0.08062822592797576,0.2107452655715277,0.7086265085004966]",2.0
281,7068640,2,"[0.0999081481964994,0.24418393359798998,0.6559079182055105]",2.0
282,7068816,2,"[0.08312829157403659,0.2514500687074265,0.6654216397185369]",2.0
283,7068855,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
284,7069183,2,"[0.08199081269822865,0.2737364535735225,0.6442727337282489]",2.0
285,7070849,2,"[0.09177384294733787,0.2229532575254356,0.6852728995272266]",2.0
286,7073060,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
287,7073122,2,"[0.07589100078345361,0.2254963270761917,0.6986126721403546]",2.0
288,7073218,2,"[0.07811737093237998,0.21952177983529747,0.7023608492323226]",2.0
289,7073228,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
290,7073316,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
291,7077145,2,"[0.0847005943972449,0.230944320293629,0.6843550853091261]",2.0
292,7079049,2,"[0.07404342112420385,0.20325147668356475,0.7227051021922315]",2.0
293,7081145,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
294,7082021,2,"[0.08137717844425828,0.27883192714548705,0.6397908944102546]",2.0
295,7082653,2,"[0.0790863878572158,0.22726509645377618,0.6936485156890081]",2.0
296,7082801,2,"[0.07301935490471707,0.20827263633006873,0.7187080087652142]",2.0
297,7083598,1,"[0.12552085405933508,0.2535236246569434,0.6209555212837217]",2.0
298,7083645,2,"[0.09717205013372539,0.2499091435669028,0.6529188062993717]",2.0
299,7083957,2,"[0.0848509433384672,0.22743591713839678,0.6877131395231361]",2.0
300,7089629,2,"[0.0707619520420711,0.21527625148344356,0.7139617964744854]",2.0
301,7090094,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
302,7094673,2,"[0.08039624441962748,0.23989033948146493,0.6797134160989077]",2.0
303,7095100,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
304,7095213,2,"[0.08774761741640201,0.2504685399269128,0.6617838426566851]",2.0
305,7095442,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
306,7098459,1,"[0.07942485366943657,0.24062613128220461,0.6799490150483588]",2.0
307,7099587,2,"[0.09493290951766976,0.29922910001367337,0.6058379904686569]",2.0
308,7100699,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
309,7104292,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
310,7106487,2,"[0.08534002454893769,0.22828997957391053,0.6863699958771519]",2.0
311,7106658,2,"[0.0843749940437463,0.2218233226907101,0.6938016832655436]",2.0
312,7109779,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
313,7111544,2,"[0.08858680519089532,0.22496218368463947,0.6864510111244653]",2.0
314,7111593,2,"[0.07722426911091587,0.2066084375119595,0.7161672933771246]",2.0
315,7111685,2,"[0.07200578878070157,0.20219188739032967,0.7258023238289687]",2.0
316,7111721,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
317,7114330,2,"[0.0833614279197308,0.215742573750971,0.7008959983292982]",2.0
318,7114428,2,"[0.07785816702569444,0.23977514307161812,0.6823666899026875]",2.0
319,7114491,2,"[0.08588792646194643,0.2193603260861793,0.6947517474518743]",2.0
320,7114626,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
321,7114742,2,"[0.07728955973187462,0.22218115133067268,0.7005292889374528]",2.0
322,7114787,1,"[0.08667919102645179,0.2434917261165684,0.6698290828569797]",2.0
323,7119163,2,"[0.074606876698635,0.21337649349757778,0.7120166298037871]",2.0
324,7119653,2,"[0.07814726591654772,0.2220673371317332,0.699785396951719]",2.0
325,7119830,2,"[0.07484613985771846,0.20259202752101624,0.7225618326212653]",2.0
326,7121879,2,"[0.07438391803389899,0.20620829738127294,0.719407784584828]",2.0
327,7122417,2,"[0.07876225741519147,0.23352437789584587,0.6877133646889627]",2.0
328,7122580,2,"[0.09714682045512332,0.22548517349357072,0.6773680060513059]",2.0
329,7124914,2,"[0.0665343293161306,0.20199656229606955,0.7314691083877999]",2.0
330,7127707,1,"[0.07591844198550873,0.22750807505789616,0.6965734829565952]",2.0
331,7127804,2,"[0.09311300942485198,0.23815500406809348,0.6687319865070546]",2.0
332,7127893,2,"[0.07424253671271751,0.20265693169738874,0.7231005315898937]",2.0
